,is_employed,self_employed,salary,additional_income,credit_score,eviction,criminal,age,score,is_good
974,True,False,2500,0,606,1,2,31,20.0,0.0
975,True,False,2700,6000,664,1,1,39,84.22557077625571,1.0
976,True,False,70000,0,714,1,1,26,78.33306317814092,1.0
977,True,False,18,0,581,1,1,21,80.15068493150685,1.0
978,False,False,2000,3000,828,1,1,24,20.0,0.0
979,True,False,3200,0,594,1,1,29,20.0,0.0
980,True,False,7900,0,787,1,1,54,80.15068493150685,1.0
981,True,True,4250,0,667,1,1,22,77.16803652968036,1.0
982,True,False,3600,0,543,1,1,22,20.0,0.0
983,True,False,3440,0,718,1,1,29,25.0,0.0
984,True,False,1000,0,726,1,2,23,25.0,0.0
985,False,False,2000,845,610,1,1,50,20.0,0.0
986,True,False,2400,0,583,1,2,23,20.0,0.0
987,False,False,2000,1954,664,1,1,77,70.0,1.0
988,True,False,3000,841,626,1,1,25,79.28949771689497,1.0
989,True,False,3200,0,551,1,2,40,20.0,0.0
990,True,False,2880,0,400,0,0,22,60.0,0.0
991,False,False,2000,0,400,0,0,51,45.76438356164383,0.0
992,True,False,3500,0,400,0,0,23,60.0,0.0
993,True,False,10384,886,791,1,1,56,78.9744292237443,1.0
994,True,False,5700,0,850,1,1,55,20.0,0.0
995,True,False,2500,0,543,1,1,24,20.0,0.0
996,True,False,3700,0,564,1,1,48,20.0,0.0
997,True,False,2800,0,543,1,1,39,20.0,0.0
998,True,False,13,0,672,1,1,25,70.0,1.0
999,True,False,5000,850,667,1,1,27,77.81917808219178,1.0
1000,False,False,2000,3000,775,1,1,65,77.31506849315069,1.0
1001,True,False,4000,0,754,1,1,26,78.05022831050228,1.0
1002,True,False,4000,0,543,1,1,20,77.90319634703197,1.0
1003,True,False,3000,0,508,1,1,21,20.0,0.0
1004,True,False,2800,0,518,1,2,29,20.0,0.0
1005,True,False,26,0,515,1,1,28,58.72751141552512,0.0
1006,True,False,5000,0,530,1,1,46,20.0,0.0
1007,True,False,2700,0,536,1,2,26,20.0,0.0
1008,False,False,2000,1700,543,1,2,33,20.0,0.0
1009,True,False,3500,0,549,1,1,23,20.0,0.0
1010,True,False,2700,0,640,1,2,39,20.0,0.0
1011,True,False,3120,0,527,1,2,29,20.0,0.0
1012,True,False,5000,0,559,1,1,26,20.0,0.0
1013,True,False,4900,0,596,1,2,31,78.21826484018266,1.0
1014,True,False,2500,1500,745,1,2,29,83.61187214611873,1.0
1015,True,False,4500,0,653,1,2,37,60.0,0.0
1016,True,False,3000,0,703,1,1,24,78.09223744292237,1.0
1017,True,False,2966,0,591,1,1,48,25.0,0.0
1018,True,False,2400,0,604,1,1,30,64.33079294439422,0.0
1019,True,False,4408,0,543,1,1,37,70.0,1.0
1020,True,False,2720,300,555,1,1,23,20.0,0.0
1021,False,False,2000,841,543,1,1,40,20.0,0.0
1022,True,False,4800,0,536,1,1,48,20.0,0.0
1023,True,False,2000,200,701,1,1,25,20.0,0.0
1024,True,False,3500,0,796,1,1,23,70.0,1.0
1025,True,False,12000,700,632,1,1,41,83.23835616438356,1.0
1026,False,True,2000,300,725,1,1,28,20.0,0.0
1027,False,True,4000,0,638,1,2,47,70.0,1.0
1028,True,False,3000,0,594,1,1,32,70.0,1.0
1029,True,False,3000,0,568,1,2,31,20.0,0.0
1030,False,True,5000,0,797,1,1,48,80.29771689497717,1.0
1031,False,True,3000,0,507,1,1,39,20.0,0.0
1032,True,False,1600,0,400,0,0,39,60.0,0.0
1033,True,False,5460,0,841,1,1,37,25.0,0.0
1034,True,False,2100,0,562,1,1,28,20.0,0.0
1035,False,False,2000,1122,670,1,1,48,20.0,0.0
1036,True,False,3600,0,766,1,1,52,20.0,0.0
1037,False,False,2000,794,505,1,1,21,20.0,0.0
1038,True,False,3000,0,695,1,1,72,84.51963470319635,1.0
1039,True,False,2500,0,579,1,1,40,77.86118721461187,1.0
1040,True,False,6000,0,543,1,1,43,20.0,0.0
1041,True,False,4000,0,536,1,1,23,20.0,0.0
1042,True,False,2500,0,609,1,1,62,78.44931506849315,1.0
1043,True,False,2000,0,400,0,0,21,60.0,0.0
1044,True,False,10000,0,671,1,1,38,70.0,1.0
1045,True,False,4200,0,593,1,1,53,70.0,1.0
1046,True,False,1880,2280,509,1,1,54,20.0,0.0
1047,True,False,2500,0,400,0,0,20,60.0,0.0
1048,True,False,3000,2800,526,1,1,33,20.0,0.0
1049,True,False,4000,331,559,1,2,37,20.0,0.0
1050,True,True,4000,0,543,1,2,23,70.0,1.0
1051,False,True,1100,0,766,1,1,22,79.79360730593608,1.0
1052,True,False,2400,0,571,1,1,48,70.0,1.0
1053,True,False,5500,0,625,1,1,25,78.9324200913242,1.0
1054,False,False,2000,0,604,1,2,31,20.0,0.0
1055,True,False,2200,0,608,1,2,33,70.0,1.0
1056,True,False,7650,0,738,1,1,27,81.0958904109589,1.0
1057,True,False,5400,0,819,1,1,31,70.0,1.0
1058,True,False,3333,0,607,1,1,56,70.0,1.0
1059,True,True,4800,0,590,1,1,37,20.0,0.0
1060,True,False,2600,0,725,1,1,22,25.0,0.0
1061,True,False,5032,0,798,1,1,33,78.15525114155251,1.0
1062,False,True,3900,0,526,1,1,28,20.0,0.0
1063,True,False,2000,0,400,0,0,45,60.0,0.0
1064,True,False,4500,0,664,1,1,22,20.0,0.0
1065,True,False,32000,0,613,1,1,36,70.0,1.0
1066,True,False,3200,0,605,1,2,30,20.0,0.0
1067,False,True,28000,0,708,1,3,62,20.0,0.0
1068,True,False,5408,0,543,1,2,57,20.0,0.0
1069,True,False,2000,0,400,0,0,58,60.0,0.0
1070,True,False,2500,0,603,1,1,39,79.80662778606627,1.0
1071,True,False,4000,2400,500,1,1,46,20.0,0.0
1072,True,True,4000,0,656,1,1,33,60.0,0.0
1073,True,False,2400,81,546,1,1,47,43.28977801889778,0.0
1074,True,False,3200,0,566,1,1,33,20.0,0.0
1075,True,False,2600,0,776,1,1,25,80.38173515981735,1.0
1076,True,False,2300,0,557,1,1,43,20.0,0.0
1077,False,True,0,1440,543,1,1,59,20.0,0.0
1078,True,False,8800,3100,813,1,1,66,70.0,1.0
1079,True,False,4900,0,625,1,1,40,77.84771689497717,1.0
1080,True,False,2392,0,767,1,1,28,20.0,0.0
1081,True,False,2100,0,543,1,1,21,20.0,0.0
1082,True,False,2400,0,692,1,1,25,80.10867579908675,1.0
1083,True,False,4167,0,723,1,1,25,82.3351598173516,1.0
1084,True,False,2400,476,592,1,1,50,20.0,0.0
1085,True,False,1150,0,525,1,1,31,70.0,1.0
1086,True,False,5200,0,570,1,1,55,20.0,0.0
1087,False,False,2000,0,543,1,1,18,20.0,0.0
1088,True,False,2300,0,539,1,1,30,20.0,0.0
1089,True,False,16300,0,733,1,1,52,80.50776255707763,1.0
1090,True,False,3600,0,596,1,2,27,70.0,1.0
1091,True,False,5146,0,610,1,1,26,20.0,0.0
1092,True,False,2600,0,620,1,1,30,77.90319634703197,1.0
1093,True,False,5500,0,701,1,2,53,20.0,0.0
1094,False,False,2000,714,400,0,0,24,60.0,0.0
1095,False,True,25000,0,708,1,1,32,82.25114155251141,1.0
1096,True,False,3200,0,543,1,1,45,70.0,1.0
1097,True,False,2800,0,570,1,1,24,57.51872146118722,0.0
1098,False,False,2000,3700,602,1,1,40,82.14611872146119,1.0
1099,True,False,3200,0,578,1,1,44,20.0,0.0
1100,True,False,4000,4000,716,1,1,32,46.05844748858448,0.0
1101,True,False,2400,500,567,1,1,38,20.0,0.0
1102,True,False,3000,0,592,1,1,56,62.72100456621005,0.0
1103,True,True,2040,0,547,1,2,32,20.0,0.0
1104,True,False,2720,0,715,1,1,25,25.0,0.0
1105,True,False,2320,100,544,1,2,27,20.0,0.0
1106,False,True,2000,0,752,1,1,54,80.29771689497717,1.0
1107,False,False,2000,1200,634,1,1,39,20.0,0.0
1108,False,False,2000,0,835,1,1,23,82.90228310502283,1.0
1109,True,False,7086,0,565,1,2,30,20.0,0.0
1110,True,False,4500,0,695,1,1,27,70.0,1.0
1111,False,True,10000,0,628,1,1,49,70.0,1.0
1112,True,False,1000,0,665,1,1,38,20.0,0.0
1113,True,False,3700,0,731,1,1,43,80.75981735159817,1.0
1114,True,False,2000,1500,620,1,1,22,25.0,0.0
1115,True,False,7000,0,688,1,1,28,25.0,0.0
1116,True,False,4600,0,683,1,1,33,80.65479452054795,1.0
1117,True,False,3192,0,400,0,0,57,60.0,0.0
1118,True,False,3500,0,543,1,2,22,20.0,0.0
1119,True,False,1500,0,700,1,1,21,81.30593607305936,1.0
1120,True,False,4000,0,543,1,1,29,78.80639269406393,1.0
1121,False,True,12000,0,708,1,1,57,72.51537290715373,0.0
1122,True,False,1320,640,730,1,1,18,80.44474885844748,1.0
1123,True,False,7244,0,850,1,1,58,81.62100456621005,1.0
1124,True,False,2000,0,606,1,1,23,20.0,0.0
1125,True,False,4000,0,587,1,1,28,20.0,0.0
1126,True,False,8008,3000,574,1,1,28,17.049885844748868,0.0
1127,True,False,2000,0,733,1,1,29,70.0,1.0
1128,True,True,4000,0,631,1,1,28,72.81194619276812,0.0
1129,True,True,2500,13359,527,1,1,33,20.0,0.0
1130,True,False,4000,0,633,1,1,32,70.0,1.0
1131,True,False,7000,0,582,1,1,37,20.0,0.0
1132,True,True,2800,2400,622,1,3,59,80.04566210045662,1.0
1133,True,False,1500,0,543,1,1,30,20.0,0.0
1134,True,False,4500,2400,513,1,2,32,57.92371743217836,0.0
1135,True,False,3833,0,750,1,1,23,20.0,0.0
1136,True,False,2400,0,571,1,1,44,20.0,0.0
1137,True,False,4000,2700,798,1,1,38,81.22191780821917,1.0
1138,True,False,2000,0,548,1,1,42,20.0,0.0
1139,True,False,3500,0,599,1,1,23,70.0,1.0
1140,True,False,3000,0,736,1,1,24,78.49132420091324,1.0
1141,True,False,6000,0,543,1,2,32,70.0,1.0
1142,True,False,2000,0,400,0,0,50,60.0,0.0
1143,True,False,2300,0,630,1,1,26,81.68401826484018,1.0
1144,False,True,400,1137,615,1,2,57,20.0,0.0
1145,True,False,2731,0,530,1,1,28,20.0,0.0
1146,True,False,5310,0,587,1,1,37,20.0,0.0
1147,True,False,6333,0,663,1,1,22,43.955183721001504,0.0
1148,False,True,10000,0,742,1,1,52,80.23470319634703,1.0
1149,False,True,8900,1800,707,1,1,30,20.0,0.0
1150,True,False,3060,0,577,1,2,29,78.63571256909397,1.0
1151,True,False,2500,0,658,1,1,21,70.0,1.0
1152,True,False,4665,1200,740,1,1,53,82.86027397260274,1.0
1153,True,False,2000,0,400,0,0,34,60.0,0.0
1154,True,False,3200,0,622,1,2,26,70.0,1.0
1155,True,False,3660,835,626,1,1,37,20.0,0.0
1156,True,False,2425,0,687,1,1,59,70.0,1.0
1157,True,False,6000,1500,543,1,1,35,83.51141552511416,1.0
1158,True,False,5000,0,772,1,2,45,60.0,0.0
1159,True,False,2400,0,649,1,1,25,80.53928397940348,1.0
1160,True,False,6000,0,806,1,1,29,25.0,0.0
1161,True,False,1300,0,678,1,1,26,70.0,1.0
1162,False,True,5600,0,532,1,1,23,20.0,0.0
1163,True,False,1760,400,627,1,2,25,20.0,0.0
1164,True,False,3000,0,659,1,1,36,80.07043378995432,1.0
1165,True,False,2400,0,624,1,1,31,73.54382123467443,0.0
1166,True,False,2500,0,528,1,2,28,20.0,0.0
1167,True,False,2000,0,400,0,0,25,60.0,0.0
1168,True,False,1880,0,640,1,1,30,20.0,0.0
1169,True,False,3900,0,760,1,1,24,25.0,0.0
1170,True,False,1200,0,543,1,1,56,20.0,0.0
1171,True,False,5800,0,540,1,1,53,20.0,0.0
1172,True,False,3600,0,586,1,1,29,20.0,0.0
1173,True,False,6500,0,730,1,1,46,80.21369863013699,1.0
1174,True,False,4600,2000,589,1,1,28,79.3945205479452,1.0
1175,True,False,4000,2400,546,1,2,36,73.79973686247195,0.0
1176,True,False,1700,0,687,1,1,36,20.0,0.0
1177,True,False,2000,0,400,0,0,44,60.0,0.0
1178,True,True,600,0,668,1,1,23,20.0,0.0
1179,True,False,3600,0,520,1,1,28,20.0,0.0
1180,True,False,1800,0,728,1,1,26,60.0,0.0
1181,True,False,3500,0,610,1,2,44,20.0,0.0
1182,True,False,8000,0,729,1,1,34,25.0,0.0
1183,False,True,3500,0,592,1,3,45,25.0,0.0
1184,True,False,10000,4500,738,1,1,54,70.0,1.0
1185,True,False,3650,0,590,1,1,22,78.910515206341,1.0
1186,True,True,7000,0,553,1,2,29,70.0,1.0
1187,True,False,3502,0,620,1,1,23,25.0,0.0
1188,True,False,3500,0,565,1,1,38,78.59634703196348,1.0
1189,True,False,2500,0,548,1,1,27,20.0,0.0
1190,True,False,3200,0,546,1,2,29,20.0,0.0
1191,False,True,3000,0,783,1,1,62,20.0,0.0
1192,True,False,3000,0,580,1,1,30,20.0,0.0
1193,True,False,5200,1000000,490,1,2,47,20.0,0.0
1194,True,False,6000,0,541,1,1,19,70.0,1.0
1195,True,False,10000,0,832,1,1,55,80.38173515981735,1.0
1196,True,False,7800,0,814,1,1,50,66.65476506112829,0.0
1197,True,False,2600,0,585,1,1,32,20.0,0.0
1198,False,False,2000,1205,626,1,1,52,25.0,0.0
1199,True,False,3000,1000,709,1,1,50,80.86484018264841,1.0
1200,True,False,4100,0,650,1,1,24,25.0,0.0
1201,True,False,3500,0,527,1,1,46,20.0,0.0
1202,False,True,4000,0,735,1,1,26,77.16803652968036,1.0
1203,True,False,3300,880,490,1,1,34,20.0,0.0
1204,False,False,2000,1728,543,1,1,36,20.0,0.0
1205,True,False,17500,0,816,1,1,58,78.80639269406393,1.0
1206,True,False,1600,1844,585,1,1,42,20.0,0.0
1207,True,False,3000,500,677,1,1,44,85.12876712328767,1.0
1208,True,False,5000,0,559,1,1,26,20.0,0.0
1209,True,False,2600,0,664,1,1,34,80.80182648401826,1.0
1210,False,True,3000,2977,606,1,1,34,60.0,0.0
1211,True,False,6500,0,573,1,1,20,20.0,0.0
1212,False,False,2000,1967,697,1,1,74,70.0,1.0
1213,True,False,3700,0,722,1,1,46,20.0,0.0
1214,False,False,2000,0,569,1,1,47,20.0,0.0
1215,True,False,2500,0,720,1,1,33,78.32328767123288,1.0
1216,False,True,15000,0,676,1,1,44,70.0,1.0
1217,True,False,3200,1000,546,1,1,24,20.0,0.0
1218,False,True,1400,0,543,1,1,18,20.0,0.0
1219,True,False,4000,0,400,0,0,58,60.0,0.0
1220,True,False,2100,0,792,1,1,22,80.15068493150685,1.0
1221,True,False,2000,0,605,1,1,21,70.0,1.0
1222,False,False,2000,0,593,1,1,55,20.0,0.0
1223,True,False,4000,0,573,1,1,21,20.0,0.0
1224,True,False,4700,0,571,1,2,55,25.0,0.0
1225,True,False,4000,0,785,1,1,40,20.0,0.0
1226,True,False,2000,0,400,0,0,41,60.0,0.0
1227,True,False,2080,0,583,1,1,27,20.0,0.0
1228,True,False,1840,0,400,0,0,26,60.0,0.0
1229,True,False,4000,3000,534,1,1,27,70.0,1.0
1230,True,True,6874,0,809,1,1,33,20.0,0.0
1231,True,False,4000,6000,820,1,1,46,80.44474885844748,1.0
1232,True,False,3200,0,745,1,2,22,78.9324200913242,1.0
1233,True,False,2000,0,400,0,0,26,60.0,0.0
1234,True,False,240,2980,717,1,1,60,20.0,0.0
1235,True,True,4000,5000,536,1,1,37,70.0,1.0
1236,False,True,25000,0,708,1,1,24,70.0,1.0
1237,True,False,2720,0,613,1,1,27,20.0,0.0
1238,True,True,1000,700,550,1,1,27,20.0,0.0
1239,True,False,6000,0,590,1,2,29,70.0,1.0
1240,True,False,8866,0,543,1,1,34,77.58812785388128,1.0
1241,True,False,2250,0,579,1,1,22,79.47853881278539,1.0
1242,False,False,2000,908,563,1,2,63,20.0,0.0
1243,True,False,2560,0,578,1,1,35,78.07123287671233,1.0
1244,True,False,600,3000,732,1,2,28,70.0,1.0
1245,True,False,1600,0,563,1,1,45,20.0,0.0
1246,True,False,4000,0,715,1,2,28,25.0,0.0
1247,True,False,1400,0,606,1,1,32,20.0,0.0
1248,True,False,1900,325,549,1,1,27,20.0,0.0
1249,True,False,2279,1172,539,1,1,33,20.0,0.0
1250,True,False,4702,0,617,1,1,18,77.33607305936073,1.0
1251,True,False,2903,0,633,1,1,29,84.43561643835616,1.0
1252,True,False,3000,0,624,1,2,22,74.6266947664208,1.0
1253,True,False,960,0,591,1,1,22,79.6675799086758,1.0
1254,True,False,3500,0,563,1,1,25,20.0,0.0
1255,True,False,4000,0,400,0,0,22,20.0,0.0
1256,True,False,2500,0,602,1,1,21,20.0,0.0
1257,True,False,2000,0,624,1,2,29,20.0,0.0
1258,True,False,2200,0,682,1,1,27,83.9945205479452,1.0
1259,False,True,20000,0,799,1,1,63,70.0,1.0
1260,True,False,3000,0,589,1,1,30,20.0,0.0
1261,True,True,2880,0,522,1,1,40,20.0,0.0
1262,True,False,2560,0,711,1,1,67,56.28493150684932,0.0
1263,True,False,6000,0,810,1,1,23,25.0,0.0
1264,True,False,3200,0,543,1,1,48,20.0,0.0
1265,True,False,2880,400,574,1,1,44,20.0,0.0
1266,True,False,3000,0,629,1,1,31,20.0,0.0
1267,True,False,3466,3120,586,1,2,24,79.83561643835617,1.0
1268,True,False,5400,0,601,1,1,25,25.0,0.0
1269,True,True,5916,0,843,1,1,47,70.0,1.0
1270,True,False,2800,0,730,1,1,33,68.17701012507445,0.0
1271,False,True,3000,810,533,1,2,43,20.0,0.0
1272,True,False,3300,0,642,1,1,28,77.77716894977169,1.0
1273,False,True,4000,0,543,1,1,48,70.0,1.0
1274,True,False,5400,0,601,1,1,25,25.0,0.0
1275,True,False,2000,0,611,1,1,28,70.0,1.0
1276,True,False,5200,0,716,1,1,52,84.83470319634704,1.0
1277,False,False,2000,946,654,1,1,38,70.0,1.0
1278,True,False,5000,873,524,1,3,33,20.0,0.0
1279,True,False,4300,0,592,1,1,47,20.0,0.0
1280,False,False,2000,0,722,1,1,25,20.0,0.0
1281,True,False,2000,0,537,1,1,28,20.0,0.0
1282,True,False,2560,0,506,1,1,33,20.0,0.0
1283,True,True,2500,1600,591,1,1,28,20.0,0.0
1284,True,False,4080,800,638,1,1,26,60.0,0.0
1285,True,False,2888,3288,553,1,2,21,20.0,0.0
1286,True,False,4700,0,545,1,1,31,20.0,0.0
1287,True,False,4000,0,566,1,2,34,74.91754729288976,1.0
1288,True,False,3500,0,743,1,1,26,81.47397260273972,1.0
1289,True,False,9000,0,728,1,1,29,66.6438415658977,0.0
1290,True,False,6000,0,796,1,1,60,70.0,1.0
1291,True,False,3120,0,543,1,1,26,20.0,0.0
1292,False,True,15000,2000,781,1,1,61,81.22191780821917,1.0
1293,False,False,2000,0,400,0,0,29,60.0,0.0
1294,True,False,2000,500,626,1,1,21,20.0,0.0
1295,True,False,2000,0,672,1,1,25,20.0,0.0
1296,True,False,4300,0,620,1,1,45,25.0,0.0
1297,False,False,2000,3500,552,1,1,36,20.0,0.0
1298,True,False,6000,0,747,1,1,36,70.0,1.0
1299,True,False,950,0,644,1,1,22,80.82283105022832,1.0
1300,True,False,2000,0,622,1,1,52,20.0,0.0
1301,True,False,3600,0,400,0,0,68,60.0,0.0
1302,True,False,3200,0,543,1,1,56,25.0,0.0
1303,False,True,3000,600,573,1,1,31,20.0,0.0
1304,True,False,3992,1800,583,1,1,27,20.0,0.0
1305,True,False,4500,0,516,1,1,44,20.0,0.0
1306,True,False,2200,500,556,1,1,48,20.0,0.0
1307,False,False,2000,1204,400,0,0,25,60.0,0.0
1308,True,False,3062,0,538,1,2,32,20.0,0.0
1309,True,False,4300,0,594,1,1,47,70.0,1.0
1310,False,False,2000,0,543,1,1,31,20.0,0.0
1311,True,False,40000,1000,674,1,1,37,80.29771689497717,1.0
1312,False,True,1000,10000,801,1,1,60,81.45296803652968,1.0
1313,True,False,3608,0,594,1,2,52,20.0,0.0
1314,True,False,7000,0,634,1,2,27,25.0,0.0
1315,True,False,3120,0,558,1,1,31,20.0,0.0
1316,True,False,3,0,543,1,1,20,20.0,0.0
1317,True,False,3000,1800,745,1,1,33,60.8130264469323,0.0
1318,True,False,5500,0,590,1,1,40,20.0,0.0
1319,True,True,1000,0,691,1,1,20,20.0,0.0
1320,True,False,1254,0,646,1,1,19,20.0,0.0
1321,True,False,1506,0,741,1,1,26,78.44931506849315,1.0
1322,True,False,3000,200,666,1,1,28,70.0,1.0
1323,True,False,2443,861,543,1,1,47,53.17377283105023,0.0
1324,True,False,2600,0,589,1,1,43,20.0,0.0
1325,False,False,2000,0,588,1,1,21,80.50776255707763,1.0
1326,True,False,2400,0,642,1,1,23,25.0,0.0
1327,False,False,2000,3600,695,1,1,36,20.0,0.0
1328,True,False,1950,867,501,1,1,31,20.0,0.0
1329,True,True,3500,400,717,1,1,21,80.82283105022832,1.0
1330,True,False,2050,0,566,1,1,24,70.0,1.0
1331,True,False,4500,0,767,1,1,23,70.0,1.0
1332,True,False,2600,0,766,1,1,32,60.0,0.0
1333,True,False,3680,0,689,1,1,24,70.0,1.0
1334,True,False,3180,755,534,1,1,36,20.0,0.0
1335,True,False,40000,0,543,1,1,34,20.0,0.0
1336,True,False,4000,0,675,1,1,25,70.0,1.0
1337,True,False,3300,3000,540,1,1,27,70.0,1.0
1338,True,False,2400,0,553,1,2,21,20.0,0.0
1339,True,False,2000,0,400,0,0,32,60.0,0.0
1340,True,False,1680,0,670,1,1,23,60.0,0.0
1341,True,False,3260,0,600,1,1,32,81.93607305936074,1.0
1342,True,False,5000,0,824,1,1,35,20.0,0.0
1343,True,False,2600,0,532,1,1,27,20.0,0.0
1344,False,False,2000,3176,602,1,1,24,25.0,0.0
1345,True,False,2000,0,400,0,0,22,60.0,0.0
1346,True,False,3040,0,548,1,2,25,20.0,0.0
1347,True,False,8000,0,543,1,1,48,82.16712328767123,1.0
1348,True,False,2000,0,400,0,0,29,60.0,0.0
1349,True,False,10000,0,773,1,1,50,78.80639269406393,1.0
1350,False,True,3000,0,400,0,0,22,60.0,0.0
1351,True,False,2500,0,543,1,1,21,70.0,1.0
1352,False,True,3000,0,641,1,1,32,20.0,0.0
1353,True,False,3000,0,543,1,1,22,70.0,1.0
1354,True,False,2800,0,511,1,1,23,20.0,0.0
1355,True,False,3000,0,651,1,1,20,67.14338906795595,0.0
1356,True,False,4000,0,633,1,1,25,20.0,0.0
1357,True,False,7000,0,529,1,2,30,20.0,0.0
1358,True,False,3900,0,777,1,1,33,70.0,1.0
1359,True,False,2823,0,714,1,1,29,77.33607305936073,1.0
1360,True,False,2400,0,596,1,1,27,20.0,0.0
1361,True,False,2000,0,400,0,0,21,60.0,0.0
1362,True,False,3000,0,567,1,2,34,20.0,0.0
1363,True,False,2000,0,598,1,1,52,78.76438356164384,1.0
1364,True,False,4803,3406,620,1,1,24,70.0,1.0
1365,True,False,3040,0,533,1,1,24,20.0,0.0
1366,True,False,3700,0,555,1,1,61,25.0,0.0
1367,True,False,2000,0,543,1,1,19,20.0,0.0
1368,True,False,2000,0,400,0,0,62,60.0,0.0
1369,True,False,900,0,543,1,1,26,58.05791028740263,0.0
1370,False,False,2000,2600,623,1,1,58,20.0,0.0
1371,True,False,3200,0,589,1,2,38,20.0,0.0
1372,True,False,5000,1600,606,1,1,28,70.0,1.0
1373,True,False,3100,0,535,1,1,26,20.0,0.0
1374,True,False,6396,0,564,1,1,32,25.0,0.0
1375,True,False,6000,0,657,1,1,35,84.91872146118722,1.0
1376,True,False,2000,1500,656,1,1,53,20.0,0.0
1377,True,False,2000,0,400,0,0,39,60.0,0.0
1378,True,False,1900,0,534,1,1,23,20.0,0.0
1379,True,False,3500,0,542,1,2,37,20.0,0.0
1380,True,False,14000,0,766,1,1,57,81.17990867579908,1.0
1381,True,False,2500,0,647,1,1,45,20.0,0.0
1382,True,False,3588,0,672,1,1,22,78.4703196347032,1.0
1383,False,True,18500,0,400,0,0,51,78.80639269406393,1.0
1384,True,False,5500,0,400,0,0,29,60.0,0.0
1385,True,False,1000,0,604,1,1,26,20.0,0.0
1386,False,False,2000,0,400,0,0,50,25.0,0.0
1387,True,False,3500,777,555,1,1,42,20.0,0.0
1388,True,False,4333,0,635,1,1,23,83.11232876712329,1.0
1389,True,False,4300,0,624,1,1,39,25.0,0.0
1390,True,False,3500,0,543,1,1,20,20.0,0.0
1391,True,False,3000,0,680,1,1,41,70.0,1.0
1392,True,False,5225,0,616,1,1,30,74.32177076077703,1.0
1393,True,False,2958,0,694,1,1,35,79.22648401826484,1.0
1394,True,False,1600,0,544,1,1,23,20.0,0.0
1395,True,False,4000,0,529,1,1,47,20.0,0.0
1396,True,False,3200,0,556,1,1,20,20.0,0.0
1397,False,False,2000,0,543,1,1,18,79.22648401826484,1.0
1398,True,False,3275,3583,742,1,1,26,25.0,0.0
1399,True,False,2000,0,400,0,0,20,60.0,0.0
1400,True,False,12,0,678,1,1,24,20.0,0.0
1401,True,False,3000,0,711,1,1,25,20.0,0.0
1402,True,False,1750,0,678,1,1,21,60.0,0.0
1403,True,False,5400,0,596,1,1,28,70.0,1.0
1404,True,False,3500,0,598,1,1,23,20.0,0.0
1405,True,False,4000,1000,646,1,1,28,70.0,1.0
1406,True,False,3750,0,782,1,1,23,70.0,1.0
1407,True,False,18750,0,800,1,1,48,70.0,1.0
1408,True,False,4800,0,541,1,1,26,20.0,0.0
1409,True,False,2000,0,699,1,1,26,84.20456621004567,1.0
1410,True,False,3500,550,672,1,1,33,70.0,1.0
1411,True,False,3200,900,571,1,1,39,60.0,0.0
1412,True,False,3200,3760,745,1,1,46,80.52876712328766,1.0
1413,True,False,4000,0,577,1,2,26,70.0,1.0
1414,True,False,2320,0,543,1,1,32,70.0,1.0
1415,True,False,5585,0,787,1,1,23,79.54155251141553,1.0
1416,True,False,2400,0,560,1,1,35,20.0,0.0
1417,True,False,5600,1200,691,1,1,21,25.0,0.0
1418,True,False,2400,354,543,1,1,28,20.0,0.0
1419,True,False,5000,2500,543,1,1,35,70.0,1.0
1420,True,False,4700,916,706,1,1,21,25.0,0.0
1421,True,False,4600,0,683,1,1,25,42.36879756468797,0.0
1422,True,False,1100,600,686,1,1,21,58.173501712328765,0.0
1423,True,False,4320,0,743,1,1,27,79.07945205479452,1.0
1424,True,False,2000,0,400,0,0,22,60.0,0.0
1425,True,False,2000,0,400,0,0,30,60.0,0.0
1426,True,False,39000,550,597,1,1,28,25.0,0.0
1427,False,True,5000,0,675,1,1,43,81.03287671232877,1.0
1428,True,False,2000,0,646,1,1,23,20.0,0.0
1429,True,False,1800,1200,543,1,2,25,80.67579908675799,1.0
1430,True,False,2700,0,578,1,1,27,20.0,0.0
1431,True,False,2909,0,573,1,1,29,20.0,0.0
1432,True,False,2600,0,527,1,1,48,20.0,0.0
1433,True,False,2700,0,603,1,1,26,20.0,0.0
1434,True,False,2000,0,400,0,0,46,60.0,0.0
1435,False,True,2500,0,543,1,1,53,20.0,0.0
1436,True,False,6000,0,564,1,1,41,25.0,0.0
1437,True,False,3000,0,736,1,2,32,20.0,0.0
1438,True,False,2436,0,543,1,1,23,20.0,0.0
1439,True,False,6750,0,536,1,1,30,78.91141552511415,1.0
1440,True,True,3500,0,504,1,1,41,20.0,0.0
1441,True,False,1520,0,658,1,1,24,81.24292237442923,1.0
1442,True,False,2800,400,664,1,2,37,20.0,0.0
1443,True,False,3000,0,720,1,1,22,58.06990778046379,0.0
1444,False,False,2000,0,782,1,1,52,80.50776255707763,1.0
1445,True,True,2100,0,489,1,1,23,20.0,0.0
1446,True,False,13367,0,710,1,1,46,81.22191780821917,1.0
1447,True,False,3200,385,644,1,1,24,80.88584474885845,1.0
1448,True,False,4200,850,545,1,1,29,20.0,0.0
1449,True,False,3400,0,400,0,0,35,20.0,0.0
1450,True,False,6000,0,543,1,1,53,70.0,1.0
1451,True,False,47384,0,523,1,1,33,20.0,0.0
